name,type,value,date
成池铉,韩国,68255,2018-01-26
奥原希望,日本,63567,2018-01-26
陈雨菲,中国,62850,2018-01-26
何冰娇,中国,59142,2018-01-26
张蓓雯,美国,52900,2018-01-26
戴资颖,中国台北,93839,2018-02-02
山口茜,日本,84129,2018-02-02
因达农,泰国,78390,2018-02-02
辛德胡,印度,77226,2018-02-02
马琳,西班牙,75437,2018-02-02
成池铉,韩国,68255,2018-02-02
奥原希望,日本,65947,2018-02-02
陈雨菲,中国,62850,2018-02-02
何冰娇,中国,61242,2018-02-02
内维尔,印度,55520,2018-02-02
戴资颖,中国台北,93839,2018-02-09
山口茜,日本,84129,2018-02-09
因达农,泰国,78390,2018-02-09
辛德胡,印度,75826,2018-02-09
马琳,西班牙,73587,2018-02-09
成池铉,韩国,66875,2018-02-09
奥原希望,日本,63567,2018-02-09
陈雨菲,中国,62850,2018-02-09
何冰娇,中国,61242,2018-02-09
张蓓雯,美国,58250,2018-02-09
戴资颖,中国台北,93839,2018-02-16
山口茜,日本,84911,2018-02-16
因达农,泰国,78390,2018-02-16
辛德胡,印度,76474,2018-02-16
马琳,西班牙,73587,2018-02-16
成池铉,韩国,66875,2018-02-16
奥原希望,日本,65007,2018-02-16
陈雨菲,中国,64308,2018-02-16
何冰娇,中国,61242,2018-02-16
张蓓雯,美国,58250,2018-02-16
戴资颖,中国台北,93839,2018-02-23
山口茜,日本,84911,2018-02-23
因达农,泰国,78390,2018-02-23
辛德胡,印度,76474,2018-02-23
马琳,西班牙,73686,2018-02-23
成池铉,韩国,66875,2018-02-23
奥原希望,日本,65007,2018-02-23
陈雨菲,中国,64308,2018-02-23
何冰娇,中国,60979,2018-02-23
张蓓雯,美国,58250,2018-02-23
戴资颖,中国台北,93839,2018-03-02
山口茜,日本,84911,2018-03-02
因达农,泰国,78390,2018-03-02
辛德胡,印度,76474,2018-03-02
马琳,西班牙,73686,2018-03-02
成池铉,韩国,66875,2018-03-02
奥原希望,日本,65007,2018-03-02
陈雨菲,中国,63398,2018-03-02
何冰娇,中国,60979,2018-03-02
张蓓雯,美国,58250,2018-03-02
戴资颖,中国台北,93839,2018-03-09
山口茜,日本,84331,2018-03-09
因达农,泰国,78390,2018-03-09
辛德胡,印度,76474,2018-03-09
马琳,西班牙,72776,2018-03-09
成池铉,韩国,66875,2018-03-09
奥原希望,日本,65007,2018-03-09
陈雨菲,中国,63398,2018-03-09
何冰娇,中国,60979,2018-03-09
张蓓雯,美国,57200,2018-03-09
戴资颖,中国台北,89259,2018-03-16
山口茜,日本,83631,2018-03-16
辛德胡,印度,75464,2018-03-16
因达农,泰国,75460,2018-03-16
马琳,西班牙,71766,2018-03-16
奥原希望,日本,67247,2018-03-16
陈雨菲,中国,64308,2018-03-16
成池铉,韩国,63975,2018-03-16
何冰娇,中国,60979,2018-03-16
张蓓雯,美国,57200,2018-03-16
戴资颖,中国台北,94839,2018-03-23
山口茜,日本,87411,2018-03-23
辛德胡,印度,78824,2018-03-23
因达农,泰国,75460,2018-03-23
马琳,西班牙,73326,2018-03-23
奥原希望,日本,71187,2018-03-23
陈雨菲,中国,67668,2018-03-23
成池铉,韩国,63975,2018-03-23
何冰娇,中国,60979,2018-03-23
张蓓雯,美国,57200,2018-03-23
戴资颖,中国台北,94839,2018-03-30
山口茜,日本,87411,2018-03-30
辛德胡,印度,78824,2018-03-30
因达农,泰国,75460,2018-03-30
马琳,西班牙,73326,2018-03-30
奥原希望,日本,71187,2018-03-30
陈雨菲,中国,67668,2018-03-30
成池铉,韩国,63975,2018-03-30
何冰娇,中国,60979,2018-03-30
张蓓雯,美国,57200,2018-03-30
戴资颖,中国台北,94839,2018-04-06
山口茜,日本,87411,2018-04-06
辛德胡,印度,78824,2018-04-06
因达农,泰国,75460,2018-04-06
马琳,西班牙,73326,2018-04-06
奥原希望,日本,71187,2018-04-06
陈雨菲,中国,67668,2018-04-06
成池铉,韩国,63975,2018-04-06
何冰娇,中国,60979,2018-04-06
张蓓雯,美国,57200,2018-04-06
戴资颖,中国台北,90259,2018-04-13
山口茜,日本,87411,2018-04-13
辛德胡,印度,78824,2018-04-13
因达农,泰国,75460,2018-04-13
马琳,西班牙,69016,2018-04-13
陈雨菲,中国,66658,2018-04-13
奥原希望,日本,66147,2018-04-13
何冰娇,中国,60979,2018-04-13
成池铉,韩国,60595,2018-04-13
张蓓雯,美国,56730,2018-04-13
山口茜,日本,87411,2018-04-20
戴资颖,中国台北,87109,2018-04-20
辛德胡,印度,78824,2018-04-20
因达农,泰国,75460,2018-04-20
陈雨菲,中国,66658,2018-04-20
奥原希望,日本,66147,2018-04-20
马琳,西班牙,64816,2018-04-20
何冰娇,中国,60979,2018-04-20
成池铉,韩国,58495,2018-04-20
金达汶,泰国,55093,2018-04-20
山口茜,日本,87411,2018-04-27
戴资颖,中国台北,87109,2018-04-27
辛德胡,印度,78824,2018-04-27
因达农,泰国,75460,2018-04-27
陈雨菲,中国,66658,2018-04-27
奥原希望,日本,66147,2018-04-27
马琳,西班牙,64816,2018-04-27
何冰娇,中国,60979,2018-04-27
成池铉,韩国,58495,2018-04-27
金达汶,泰国,55093,2018-04-27
戴资颖,中国台北,87109,2018-05-04
山口茜,日本,86031,2018-05-04
辛德胡,印度,78824,2018-05-04
因达农,泰国,75460,2018-05-04
陈雨菲,中国,69418,2018-05-04
奥原希望,日本,66147,2018-05-04
马琳,西班牙,64816,2018-05-04
成池铉,韩国,60595,2018-05-04
何冰娇,中国,59599,2018-05-04
内维尔,印度,55890,2018-05-04
戴资颖,中国台北,87109,2018-05-11
山口茜,日本,86031,2018-05-11
辛德胡,印度,78824,2018-05-11
因达农,泰国,74531,2018-05-11
陈雨菲,中国,69418,2018-05-11
奥原希望,日本,66147,2018-05-11
马琳,西班牙,64816,2018-05-11
成池铉,韩国,60595,2018-05-11
何冰娇,中国,59599,2018-05-11
内维尔,印度,55890,2018-05-11
戴资颖,中国台北,86739,2018-05-18
山口茜,日本,84281,2018-05-18
辛德胡,印度,78824,2018-05-18
因达农,泰国,74531,2018-05-18
陈雨菲,中国,69418,2018-05-18
马琳,西班牙,64816,2018-05-18
成池铉,韩国,60595,2018-05-18
何冰娇,中国,59599,2018-05-18
奥原希望,日本,59167,2018-05-18
内维尔,印度,54450,2018-05-18
戴资颖,中国台北,86739,2018-05-25
山口茜,日本,84281,2018-05-25
辛德胡,印度,78824,2018-05-25
因达农,泰国,74531,2018-05-25
陈雨菲,中国,69418,2018-05-25
马琳,西班牙,64816,2018-05-25
成池铉,韩国,60595,2018-05-25
何冰娇,中国,59599,2018-05-25
奥原希望,日本,59167,2018-05-25
内维尔,印度,54450,2018-05-25
戴资颖,中国台北,85917,2018-06-01
山口茜,日本,84413,2018-06-01
辛德胡,印度,78824,2018-06-01
因达农,泰国,76607,2018-06-01
陈雨菲,中国,69729,2018-06-01
马琳,西班牙,64816,2018-06-01
成池铉,韩国,59703,2018-06-01
何冰娇,中国,59599,2018-06-01
奥原希望,日本,59167,2018-06-01
内维尔,印度,56494,2018-06-01
戴资颖,中国台北,85917,2018-06-08
山口茜,日本,84413,2018-06-08
辛德胡,印度,78824,2018-06-08
因达农,泰国,74647,2018-06-08
陈雨菲,中国,69729,2018-06-08
马琳,西班牙,64816,2018-06-08
成池铉,韩国,59703,2018-06-08
何冰娇,中国,59599,2018-06-08
奥原希望,日本,59167,2018-06-08
内维尔,印度,55194,2018-06-08
戴资颖,中国台北,85917,2018-06-15
山口茜,日本,84413,2018-06-15
辛德胡,印度,78824,2018-06-15
因达农,泰国,74647,2018-06-15
陈雨菲,中国,69729,2018-06-15
马琳,西班牙,64816,2018-06-15
成池铉,韩国,59703,2018-06-15
何冰娇,中国,59599,2018-06-15
奥原希望,日本,59167,2018-06-15
内维尔,印度,55194,2018-06-15
戴资颖,中国台北,85917,2018-06-22
山口茜,日本,83403,2018-06-22
辛德胡,印度,78824,2018-06-22
因达农,泰国,74647,2018-06-22
陈雨菲,中国,69729,2018-06-22
马琳,西班牙,64816,2018-06-22
何冰娇,中国,59599,2018-06-22
奥原希望,日本,54847,2018-06-22
成池铉,韩国,54673,2018-06-22
内维尔,印度,54474,2018-06-22
戴资颖,中国台北,85917,2018-06-29
山口茜,日本,83403,2018-06-29
辛德胡,印度,78824,2018-06-29
因达农,泰国,74647,2018-06-29
陈雨菲,中国,69729,2018-06-29
马琳,西班牙,64816,2018-06-29
何冰娇,中国,59599,2018-06-29
奥原希望,日本,54847,2018-06-29
成池铉,韩国,54673,2018-06-29
内维尔,印度,54474,2018-06-29
戴资颖,中国台北,90867,2018-07-06
山口茜,日本,84413,2018-07-06
辛德胡,印度,81484,2018-07-06
因达农,泰国,77307,2018-07-06
陈雨菲,中国,69729,2018-07-06
马琳,西班牙,67266,2018-07-06
何冰娇,中国,64149,2018-07-06
奥原希望,日本,59167,2018-07-06
内维尔,印度,55194,2018-07-06
成池铉,韩国,54673,2018-07-06
戴资颖,中国台北,96817,2018-07-13
山口茜,日本,84963,2018-07-13
辛德胡,印度,82034,2018-07-13
因达农,泰国,77487,2018-07-13
陈雨菲,中国,74889,2018-07-13
何冰娇,中国,67509,2018-07-13
马琳,西班牙,67266,2018-07-13
奥原希望,日本,61747,2018-07-13
成池铉,韩国,58753,2018-07-13
内维尔,印度,56394,2018-07-13
戴资颖,中国台北,96817,2018-07-20
山口茜,日本,84963,2018-07-20
辛德胡,印度,83414,2018-07-20
因达农,泰国,77487,2018-07-20
陈雨菲,中国,74889,2018-07-20
奥原希望,日本,68287,2018-07-20
何冰娇,中国,67509,2018-07-20
马琳,西班牙,67266,2018-07-20
成池铉,韩国,58753,2018-07-20
内维尔,印度,56394,2018-07-20
戴资颖,中国台北,96817,2018-07-27
山口茜,日本,84963,2018-07-27
辛德胡,印度,83414,2018-07-27
因达农,泰国,77487,2018-07-27
陈雨菲,中国,74889,2018-07-27
奥原希望,日本,68287,2018-07-27
何冰娇,中国,67509,2018-07-27
马琳,西班牙,67266,2018-07-27
成池铉,韩国,58753,2018-07-27
内维尔,印度,56394,2018-07-27
戴资颖,中国台北,96817,2018-08-03
山口茜,日本,84963,2018-08-03
辛德胡,印度,83414,2018-08-03
因达农,泰国,77487,2018-08-03
陈雨菲,中国,74889,2018-08-03
奥原希望,日本,68287,2018-08-03
何冰娇,中国,67509,2018-08-03
马琳,西班牙,67266,2018-08-03
成池铉,韩国,58753,2018-08-03
内维尔,印度,56394,2018-08-03
戴资颖,中国台北,96817,2018-08-10
山口茜,日本,87743,2018-08-10
辛德胡,印度,84214,2018-08-10
因达农,泰国,77307,2018-08-10
陈雨菲,中国,73689,2018-08-10
马琳,西班牙,73666,2018-08-10
何冰娇,中国,71669,2018-08-10
奥原希望,日本,63487,2018-08-10
成池铉,韩国,59153,2018-08-10
高桥沙也加,日本,55586,2018-08-10
戴资颖,中国台北,96817,2018-08-17
山口茜,日本,87743,2018-08-17
辛德胡,印度,84214,2018-08-17
因达农,泰国,77307,2018-08-17
陈雨菲,中国,73689,2018-08-17
马琳,西班牙,73666,2018-08-17
何冰娇,中国,71669,2018-08-17
奥原希望,日本,63487,2018-08-17
成池铉,韩国,59153,2018-08-17
内维尔,印度,55194,2018-08-17
戴资颖,中国台北,96817,2018-08-24
山口茜,日本,87743,2018-08-24
辛德胡,印度,84214,2018-08-24
因达农,泰国,77307,2018-08-24
陈雨菲,中国,73689,2018-08-24
马琳,西班牙,73666,2018-08-24
何冰娇,中国,71669,2018-08-24
奥原希望,日本,63487,2018-08-24
成池铉,韩国,59153,2018-08-24
内维尔,印度,55194,2018-08-24
戴资颖,中国台北,96817,2018-08-31
山口茜,日本,87743,2018-08-31
辛德胡,印度,84214,2018-08-31
因达农,泰国,77307,2018-08-31
陈雨菲,中国,73689,2018-08-31
马琳,西班牙,73666,2018-08-31
何冰娇,中国,71669,2018-08-31
奥原希望,日本,63487,2018-08-31
成池铉,韩国,59153,2018-08-31
内维尔,印度,55194,2018-08-31
戴资颖,中国台北,98317,2018-09-07
山口茜,日本,87743,2018-09-07
辛德胡,印度,85414,2018-09-07
因达农,泰国,77307,2018-09-07
陈雨菲,中国,73689,2018-09-07
马琳,西班牙,73666,2018-09-07
何冰娇,中国,71669,2018-09-07
奥原希望,日本,64207,2018-09-07
成池铉,韩国,59153,2018-09-07
内维尔,印度,58014,2018-09-07
戴资颖,中国台北,98317,2018-09-14
山口茜,日本,87743,2018-09-14
辛德胡,印度,85414,2018-09-14
因达农,泰国,77307,2018-09-14
陈雨菲,中国,73689,2018-09-14
马琳,西班牙,73666,2018-09-14
何冰娇,中国,71669,2018-09-14
奥原希望,日本,64207,2018-09-14
成池铉,韩国,59153,2018-09-14
内维尔,印度,58014,2018-09-14
戴资颖,中国台北,98317,2018-09-21
山口茜,日本,87743,2018-09-21
辛德胡,印度,82814,2018-09-21
因达农,泰国,77307,2018-09-21
马琳,西班牙,75466,2018-09-21
陈雨菲,中国,74969,2018-09-21
何冰娇,中国,67529,2018-09-21
奥原希望,日本,63657,2018-09-21
成池铉,韩国,58433,2018-09-21
内维尔,印度,58014,2018-09-21
戴资颖,中国台北,98317,2018-09-28
山口茜,日本,85143,2018-09-28
辛德胡,印度,82814,2018-09-28
陈雨菲,中国,80129,2018-09-28
马琳,西班牙,79766,2018-09-28
因达农,泰国,75657,2018-09-28
何冰娇,中国,68079,2018-09-28
奥原希望,日本,67737,2018-09-28
成池铉,韩国,58913,2018-09-28
内维尔,印度,57294,2018-09-28
戴资颖,中国台北,98317,2018-10-05
山口茜,日本,85143,2018-10-05
辛德胡,印度,82814,2018-10-05
陈雨菲,中国,80129,2018-10-05
马琳,西班牙,79766,2018-10-05
因达农,泰国,75657,2018-10-05
奥原希望,日本,72137,2018-10-05
何冰娇,中国,68079,2018-10-05
成池铉,韩国,61013,2018-10-05
张蓓雯,美国,58990,2018-10-05
戴资颖,中国台北,98317,2018-10-12
山口茜,日本,85143,2018-10-12
辛德胡,印度,82814,2018-10-12
陈雨菲,中国,80129,2018-10-12
马琳,西班牙,79766,2018-10-12
因达农,泰国,75657,2018-10-12
奥原希望,日本,72137,2018-10-12
何冰娇,中国,68079,2018-10-12
成池铉,韩国,61013,2018-10-12
张蓓雯,美国,58990,2018-10-12
戴资颖,中国台北,98317,2018-10-19
山口茜,日本,85143,2018-10-19
辛德胡,印度,82814,2018-10-19
陈雨菲,中国,80129,2018-10-19
马琳,西班牙,79766,2018-10-19
因达农,泰国,75657,2018-10-19
奥原希望,日本,72137,2018-10-19
何冰娇,中国,68079,2018-10-19
成池铉,韩国,61013,2018-10-19
内维尔,印度,58734,2018-10-19
戴资颖,中国台北,101517,2018-10-26
辛德胡,印度,82814,2018-10-26
山口茜,日本,82213,2018-10-26
马琳,西班牙,79766,2018-10-26
陈雨菲,中国,78479,2018-10-26
奥原希望,日本,73287,2018-10-26
何冰娇,中国,70739,2018-10-26
因达农,泰国,69857,2018-10-26
内维尔,印度,62034,2018-10-26
成池铉,韩国,59283,2018-10-26
戴资颖,中国台北,101667,2018-11-02
山口茜,日本,85413,2018-11-02
辛德胡,印度,82814,2018-11-02
陈雨菲,中国,80229,2018-11-02
马琳,西班牙,79766,2018-11-02
奥原希望,日本,73287,2018-11-02
何冰娇,中国,72019,2018-11-02
因达农,泰国,70707,2018-11-02
内维尔,印度,63764,2018-11-02
成池铉,韩国,58563,2018-11-02
戴资颖,中国台北,101667,2018-11-09
山口茜,日本,85413,2018-11-09
辛德胡,印度,82814,2018-11-09
陈雨菲,中国,80229,2018-11-09
马琳,西班牙,79766,2018-11-09
奥原希望,日本,73287,2018-11-09
何冰娇,中国,72019,2018-11-09
因达农,泰国,70707,2018-11-09
内维尔,印度,63764,2018-11-09
成池铉,韩国,58563,2018-11-09
戴资颖,中国台北,101667,2018-11-16
山口茜,日本,85413,2018-11-16
陈雨菲,中国,85179,2018-11-16
辛德胡,印度,82814,2018-11-16
马琳,西班牙,82426,2018-11-16
奥原希望,日本,77597,2018-11-16
何冰娇,中国,74679,2018-11-16
因达农,泰国,70707,2018-11-16
内维尔,印度,63764,2018-11-16
成池铉,韩国,58563,2018-11-16
戴资颖,中国台北,100267,2018-11-23
山口茜,日本,85413,2018-11-23
陈雨菲,中国,85179,2018-11-23
马琳,西班牙,82426,2018-11-23
奥原希望,日本,81757,2018-11-23
辛德胡,印度,81614,2018-11-23
何冰娇,中国,74679,2018-11-23
因达农,泰国,72087,2018-11-23
内维尔,印度,63764,2018-11-23
成池铉,韩国,58563,2018-11-23
戴资颖,中国台北,100267,2018-11-30
山口茜,日本,85413,2018-11-30
陈雨菲,中国,85179,2018-11-30
马琳,西班牙,82426,2018-11-30
奥原希望,日本,81757,2018-11-30
辛德胡,印度,81614,2018-11-30
何冰娇,中国,74679,2018-11-30
因达农,泰国,72087,2018-11-30
内维尔,印度,64914,2018-11-30
成池铉,韩国,58563,2018-11-30
戴资颖,中国台北,100267,2018-12-07
山口茜,日本,85413,2018-12-07
陈雨菲,中国,85179,2018-12-07
马琳,西班牙,82426,2018-12-07
奥原希望,日本,81757,2018-12-07
辛德胡,印度,81614,2018-12-07
何冰娇,中国,74679,2018-12-07
因达农,泰国,72087,2018-12-07
内维尔,印度,64914,2018-12-07
成池铉,韩国,58563,2018-12-07
戴资颖,中国台北,100267,2018-12-14
山口茜,日本,85413,2018-12-14
陈雨菲,中国,85179,2018-12-14
马琳,西班牙,82426,2018-12-14
奥原希望,日本,81757,2018-12-14
辛德胡,印度,81614,2018-12-14
何冰娇,中国,74679,2018-12-14
因达农,泰国,72087,2018-12-14
内维尔,印度,64914,2018-12-14
成池铉,韩国,58563,2018-12-14
戴资颖,中国台北,100267,2018-12-21
奥原希望,日本,85907,2018-12-21
辛德胡,印度,84264,2018-12-21
陈雨菲,中国,83529,2018-12-21
山口茜,日本,82813,2018-12-21
马琳,西班牙,82426,2018-12-21
何冰娇,中国,74679,2018-12-21
因达农,泰国,72787,2018-12-21
内维尔,印度,64914,2018-12-21
张蓓雯,美国,60190,2018-12-21
戴资颖,中国台北,100267,2018-12-28
奥原希望,日本,85907,2018-12-28
辛德胡,印度,84264,2018-12-28
陈雨菲,中国,83529,2018-12-28
山口茜,日本,82813,2018-12-28
马琳,西班牙,82426,2018-12-28
何冰娇,中国,74679,2018-12-28
因达农,泰国,72787,2018-12-28
内维尔,印度,64914,2018-12-28
张蓓雯,美国,60190,2018-12-28
戴资颖,中国台北,100267,2019-01-04
奥原希望,日本,85907,2019-01-04
辛德胡,印度,84264,2019-01-04
陈雨菲,中国,83529,2019-01-04
山口茜,日本,82813,2019-01-04
马琳,西班牙,82426,2019-01-04
何冰娇,中国,74679,2019-01-04
因达农,泰国,72787,2019-01-04
内维尔,印度,64914,2019-01-04
张蓓雯,美国,60190,2019-01-04
戴资颖,中国台北,100267,2019-01-11
奥原希望,日本,85907,2019-01-11
辛德胡,印度,84264,2019-01-11
陈雨菲,中国,83529,2019-01-11
山口茜,日本,82813,2019-01-11
马琳,西班牙,82426,2019-01-11
何冰娇,中国,74679,2019-01-11
因达农,泰国,72787,2019-01-11
内维尔,印度,64914,2019-01-11
张蓓雯,美国,60190,2019-01-11
戴资颖,中国台北,100267,2019-01-18
奥原希望,日本,85907,2019-01-18
辛德胡,印度,84264,2019-01-18
陈雨菲,中国,83529,2019-01-18
山口茜,日本,82813,2019-01-18
马琳,西班牙,82426,2019-01-18
何冰娇,中国,74679,2019-01-18
因达农,泰国,72787,2019-01-18
内维尔,印度,64914,2019-01-18
张蓓雯,美国,60190,2019-01-18
戴资颖,中国台北,99667,2019-01-25
奥原希望,日本,85907,2019-01-25
辛德胡,印度,84264,2019-01-25
马琳,西班牙,83806,2019-01-25
陈雨菲,中国,83529,2019-01-25
山口茜,日本,82813,2019-01-25
何冰娇,中国,74679,2019-01-25
因达农,泰国,72787,2019-01-25
内维尔,印度,66294,2019-01-25
张蓓雯,美国,60190,2019-01-25
戴资颖,中国台北,97467,2019-02-01
马琳,西班牙,86566,2019-02-01
奥原希望,日本,85907,2019-02-01
辛德胡,印度,84264,2019-02-01
陈雨菲,中国,83899,2019-02-01
山口茜,日本,82813,2019-02-01
何冰娇,中国,74679,2019-02-01
因达农,泰国,72417,2019-02-01
内维尔,印度,67694,2019-02-01
张蓓雯,美国,60190,2019-02-01
戴资颖,中国台北,97467,2019-02-08
马琳,西班牙,86566,2019-02-08
奥原希望,日本,85907,2019-02-08
陈雨菲,中国,83899,2019-02-08
山口茜,日本,82813,2019-02-08
辛德胡,印度,82514,2019-02-08
何冰娇,中国,74679,2019-02-08
因达农,泰国,71197,2019-02-08
内维尔,印度,67694,2019-02-08
成池铉,韩国,58563,2019-02-08
戴资颖,中国台北,97467,2019-02-15
马琳,西班牙,86566,2019-02-15
奥原希望,日本,85153,2019-02-15
陈雨菲,中国,83899,2019-02-15
山口茜,日本,82813,2019-02-15
辛德胡,印度,80000,2019-02-15
何冰娇,中国,74167,2019-02-15
因达农,泰国,71197,2019-02-15
内维尔,印度,67694,2019-02-15
高桥沙也加,日本,58056,2019-02-15
戴资颖,中国台北,97467,2019-02-22
奥原希望,日本,85153,2019-02-22
马琳,西班牙,83990,2019-02-22
陈雨菲,中国,83899,2019-02-22
山口茜,日本,82813,2019-02-22
辛德胡,印度,80000,2019-02-22
何冰娇,中国,74167,2019-02-22
因达农,泰国,71197,2019-02-22
内维尔,印度,67694,2019-02-22
高桥沙也加,日本,58056,2019-02-22
戴资颖,中国台北,97467,2019-03-01
奥原希望,日本,85153,2019-03-01
马琳,西班牙,83990,2019-03-01
陈雨菲,中国,83899,2019-03-01
山口茜,日本,82813,2019-03-01
辛德胡,印度,80000,2019-03-01
何冰娇,中国,74167,2019-03-01
因达农,泰国,71197,2019-03-01
内维尔,印度,67694,2019-03-01
成池铉,韩国,57826,2019-03-01
戴资颖,中国台北,97467,2019-03-08
奥原希望,日本,85153,2019-03-08
马琳,西班牙,83990,2019-03-08
陈雨菲,中国,83899,2019-03-08
山口茜,日本,82813,2019-03-08
辛德胡,印度,80000,2019-03-08
何冰娇,中国,74167,2019-03-08
因达农,泰国,71947,2019-03-08
内维尔,印度,67694,2019-03-08
成池铉,韩国,57826,2019-03-08
戴资颖,中国台北,95667,2019-03-15
陈雨菲,中国,87499,2019-03-15
奥原希望,日本,86953,2019-03-15
山口茜,日本,81013,2019-03-15
马琳,西班牙,80390,2019-03-15
辛德胡,印度,76640,2019-03-15
何冰娇,中国,75727,2019-03-15
因达农,泰国,71947,2019-03-15
内维尔,印度,69254,2019-03-15
成池铉,韩国,60106,2019-03-15
戴资颖,中国台北,95667,2019-03-22
陈雨菲,中国,88079,2019-03-22
奥原希望,日本,86953,2019-03-22
山口茜,日本,81013,2019-03-22
马琳,西班牙,80390,2019-03-22
辛德胡,印度,76640,2019-03-22
何冰娇,中国,75727,2019-03-22
因达农,泰国,71947,2019-03-22
内维尔,印度,69254,2019-03-22
成池铉,韩国,60686,2019-03-22
戴资颖,中国台北,95667,2019-03-29
陈雨菲,中国,88079,2019-03-29
奥原希望,日本,86953,2019-03-29
山口茜,日本,81013,2019-03-29
马琳,西班牙,80390,2019-03-29
辛德胡,印度,76640,2019-03-29
何冰娇,中国,75727,2019-03-29
因达农,泰国,71947,2019-03-29
内维尔,印度,69254,2019-03-29
成池铉,韩国,60686,2019-03-29
戴资颖,中国台北,95667,2019-04-05
陈雨菲,中国,88079,2019-04-05
奥原希望,日本,86953,2019-04-05
山口茜,日本,81013,2019-04-05
马琳,西班牙,80390,2019-04-05
辛德胡,印度,78020,2019-04-05
何冰娇,中国,77470,2019-04-05
因达农,泰国,75197,2019-04-05
内维尔,印度,69254,2019-04-05
成池铉,韩国,60686,2019-04-05
戴资颖,中国台北,95667,2019-04-12
陈雨菲,中国,88779,2019-04-12
奥原希望,日本,88200,2019-04-12
山口茜,日本,83943,2019-04-12
马琳,西班牙,77000,2019-04-12
辛德胡,印度,75360,2019-04-12
何冰娇,中国,74177,2019-04-12
因达农,泰国,73547,2019-04-12
内维尔,印度,69254,2019-04-12
成池铉,韩国,61936,2019-04-12
戴资颖,中国台北,97867,2019-04-19
奥原希望,日本,88800,2019-04-19
陈雨菲,中国,88779,2019-04-19
山口茜,日本,83943,2019-04-19
马琳,西班牙,77000,2019-04-19
辛德胡,印度,76740,2019-04-19
何冰娇,中国,74177,2019-04-19
因达农,泰国,73547,2019-04-19
内维尔,印度,69254,2019-04-19
成池铉,韩国,62076,2019-04-19
戴资颖,中国台北,97867,2019-04-26
奥原希望,日本,88800,2019-04-26
陈雨菲,中国,88779,2019-04-26
山口茜,日本,83943,2019-04-26
马琳,西班牙,77000,2019-04-26
辛德胡,印度,76740,2019-04-26
何冰娇,中国,74177,2019-04-26
因达农,泰国,73547,2019-04-26
内维尔,印度,69254,2019-04-26
成池铉,韩国,62076,2019-04-26
戴资颖,中国台北,95667,2019-05-03
奥原希望,日本,88800,2019-05-03
陈雨菲,中国,87979,2019-05-03
山口茜,日本,86723,2019-05-03
辛德胡,印度,76740,2019-05-03
何冰娇,中国,75920,2019-05-03
因达农,泰国,73547,2019-05-03
马琳,西班牙,70000,2019-05-03
内维尔,印度,67874,2019-05-03
成池铉,韩国,60556,2019-05-03
戴资颖,中国台北,95667,2019-05-10
奥原希望,日本,88800,2019-05-10
陈雨菲,中国,87979,2019-05-10
山口茜,日本,86723,2019-05-10
辛德胡,印度,76740,2019-05-10
何冰娇,中国,75920,2019-05-10
因达农,泰国,73547,2019-05-10
马琳,西班牙,70000,2019-05-10
内维尔,印度,67874,2019-05-10
成池铉,韩国,60556,2019-05-10
戴资颖,中国台北,95667,2019-05-17
奥原希望,日本,88800,2019-05-17
陈雨菲,中国,87979,2019-05-17
山口茜,日本,86723,2019-05-17
辛德胡,印度,76740,2019-05-17
何冰娇,中国,75920,2019-05-17
因达农,泰国,73547,2019-05-17
马琳,西班牙,70000,2019-05-17
内维尔,印度,67874,2019-05-17
成池铉,韩国,60556,2019-05-17
戴资颖,中国台北,95667,2019-05-24
奥原希望,日本,88800,2019-05-24
陈雨菲,中国,87979,2019-05-24
山口茜,日本,86723,2019-05-24
辛德胡,印度,76740,2019-05-24
何冰娇,中国,75920,2019-05-24
因达农,泰国,73547,2019-05-24
马琳,西班牙,70000,2019-05-24
内维尔,印度,67874,2019-05-24
成池铉,韩国,60556,2019-05-24
戴资颖,中国台北,96225,2019-05-31
陈雨菲,中国,90365,2019-05-31
奥原希望,日本,90336,2019-05-31
山口茜,日本,86730,2019-05-31
辛德胡,印度,78784,2019-05-31
何冰娇,中国,75920,2019-05-31
因达农,泰国,73085,2019-05-31
马琳,西班牙,70000,2019-05-31
内维尔,印度,69017,2019-05-31
成池铉,韩国,58870,2019-05-31
戴资颖,中国台北,96225,2019-06-07
陈雨菲,中国,90365,2019-06-07
奥原希望,日本,90336,2019-06-07
山口茜,日本,86730,2019-06-07
辛德胡,印度,78784,2019-06-07
何冰娇,中国,75920,2019-06-07
因达农,泰国,73085,2019-06-07
马琳,西班牙,70000,2019-06-07
内维尔,印度,69017,2019-06-07
成池铉,韩国,58870,2019-06-07
戴资颖,中国台北,96225,2019-06-14
陈雨菲,中国,90365,2019-06-14
奥原希望,日本,90336,2019-06-14
山口茜,日本,86730,2019-06-14
辛德胡,印度,78784,2019-06-14
何冰娇,中国,75920,2019-06-14
因达农,泰国,73085,2019-06-14
马琳,西班牙,70000,2019-06-14
内维尔,印度,69017,2019-06-14
成池铉,韩国,58870,2019-06-14
戴资颖,中国台北,96225,2019-06-21
陈雨菲,中国,90365,2019-06-21
奥原希望,日本,90336,2019-06-21
山口茜,日本,86730,2019-06-21
辛德胡,印度,78784,2019-06-21
何冰娇,中国,75920,2019-06-21
因达农,泰国,73085,2019-06-21
马琳,西班牙,70000,2019-06-21
内维尔,印度,69017,2019-06-21
