name,type,value,date
索伦森&安德斯,丹麦,53411,2017-03-02
塞蒂亚万&阿山,印尼,51653,2017-03-02
李哲辉&李洋,中国台北,51047,2017-03-02
陈宏麟&王齐麟,中国台北,46581,2017-03-02
M·埃利斯&兰格瑞奇,英国,46575,2017-03-02
吴蔚昇&陈蔚强,马来西亚,74117,2017-03-09
嘉村健士&园田启悟,日本,69255,2017-03-09
鲍伊&摩根森,丹麦,69183,2017-03-09
柴飚&洪炜,中国,66920,2017-03-09
费尔纳迪&苏卡穆约,印尼,66371,2017-03-09
李俊慧&刘雨辰,中国,63208,2017-03-09
彼德森&科丁,丹麦,61603,2017-03-09
普拉塔玛&苏华迪,印尼,60992,2017-03-09
索伦森&安德斯,丹麦,57691,2017-03-09
索松诺夫&伊万诺夫,俄罗斯,57130,2017-03-09
傅海峰&张楠,中国,57055,2017-03-09
塞蒂亚万&阿山,印尼,51653,2017-03-09
李哲辉&李洋,中国台北,51047,2017-03-09
陈宏麟&王齐麟,中国台北,46831,2017-03-09
M·埃利斯&兰格瑞奇,英国,46575,2017-03-09
费尔纳迪&苏卡穆约,印尼,73051,2017-03-16
吴蔚昇&陈蔚强,马来西亚,72467,2017-03-16
嘉村健士&园田启悟,日本,70265,2017-03-16
李俊慧&刘雨辰,中国,69898,2017-03-16
鲍伊&摩根森,丹麦,69183,2017-03-16
柴飚&洪炜,中国,68650,2017-03-16
彼德森&科丁,丹麦,64983,2017-03-16
普拉塔玛&苏华迪,印尼,60992,2017-03-16
索伦森&安德斯,丹麦,58411,2017-03-16
李哲辉&李洋,中国台北,51047,2017-03-16
傅海峰&张楠,中国,51005,2017-03-16
索松诺夫&伊万诺夫,俄罗斯,48790,2017-03-16
塞蒂亚万&阿山,印尼,47333,2017-03-16
陈宏麟&王齐麟,中国台北,46831,2017-03-16
博丁&尼迪蓬,泰国,46818,2017-03-16
费尔纳迪&苏卡穆约,印尼,73051,2017-03-23
吴蔚昇&陈蔚强,马来西亚,72467,2017-03-23
柴飚&洪炜,中国,72050,2017-03-23
嘉村健士&园田启悟,日本,70265,2017-03-23
李俊慧&刘雨辰,中国,69898,2017-03-23
鲍伊&摩根森,丹麦,69183,2017-03-23
彼德森&科丁,丹麦,64983,2017-03-23
普拉塔玛&苏华迪,印尼,60992,2017-03-23
索伦森&安德斯,丹麦,55261,2017-03-23
李哲辉&李洋,中国台北,51047,2017-03-23
傅海峰&张楠,中国,51005,2017-03-23
索松诺夫&伊万诺夫,俄罗斯,48790,2017-03-23
陈宏麟&王齐麟,中国台北,47881,2017-03-23
塞蒂亚万&阿山,印尼,47333,2017-03-23
博丁&尼迪蓬,泰国,45188,2017-03-23
费尔纳迪&苏卡穆约,印尼,72471,2017-03-30
吴蔚昇&陈蔚强,马来西亚,72467,2017-03-30
柴飚&洪炜,中国,72050,2017-03-30
嘉村健士&园田启悟,日本,70265,2017-03-30
李俊慧&刘雨辰,中国,69898,2017-03-30
鲍伊&摩根森,丹麦,69183,2017-03-30
彼德森&科丁,丹麦,64983,2017-03-30
普拉塔玛&苏华迪,印尼,59362,2017-03-30
索伦森&安德斯,丹麦,55261,2017-03-30
李哲辉&李洋,中国台北,51047,2017-03-30
傅海峰&张楠,中国,51005,2017-03-30
索松诺夫&伊万诺夫,俄罗斯,48790,2017-03-30
陈宏麟&王齐麟,中国台北,47881,2017-03-30
塞蒂亚万&阿山,印尼,47333,2017-03-30
博丁&尼迪蓬,泰国,45188,2017-03-30
李俊慧&刘雨辰,中国,72718,2017-04-06
费尔纳迪&苏卡穆约,印尼,72471,2017-04-06
柴飚&洪炜,中国,72050,2017-04-06
吴蔚昇&陈蔚强,马来西亚,71087,2017-04-06
嘉村健士&园田启悟,日本,70265,2017-04-06
鲍伊&摩根森,丹麦,69183,2017-04-06
彼德森&科丁,丹麦,66363,2017-04-06
普拉塔玛&苏华迪,印尼,59362,2017-04-06
索伦森&安德斯,丹麦,55261,2017-04-06
李哲辉&李洋,中国台北,52487,2017-04-06
索松诺夫&伊万诺夫,俄罗斯,51170,2017-04-06
傅海峰&张楠,中国,51005,2017-04-06
塞蒂亚万&阿山,印尼,47333,2017-04-06
陈宏麟&王齐麟,中国台北,46441,2017-04-06
M·埃利斯&兰格瑞奇,英国,44235,2017-04-06
费尔纳迪&苏卡穆约,印尼,79151,2017-04-13
李俊慧&刘雨辰,中国,72718,2017-04-13
嘉村健士&园田启悟,日本,71915,2017-04-13
吴蔚昇&陈蔚强,马来西亚,70617,2017-04-13
柴飚&洪炜,中国,70400,2017-04-13
鲍伊&摩根森,丹麦,69183,2017-04-13
彼德森&科丁,丹麦,62263,2017-04-13
普拉塔玛&苏华迪,印尼,58642,2017-04-13
索伦森&安德斯,丹麦,55731,2017-04-13
李哲辉&李洋,中国台北,52487,2017-04-13
索松诺夫&伊万诺夫,俄罗斯,49510,2017-04-13
博丁&尼迪蓬,泰国,47638,2017-04-13
陈宏麟&王齐麟,中国台北,46441,2017-04-13
傅海峰&张楠,中国,44955,2017-04-13
M·埃利斯&兰格瑞奇,英国,44235,2017-04-13
费尔纳迪&苏卡穆约,印尼,80531,2017-04-20
李俊慧&刘雨辰,中国,74098,2017-04-20
鲍伊&摩根森,丹麦,74063,2017-04-20
吴蔚昇&陈蔚强,马来西亚,71807,2017-04-20
嘉村健士&园田启悟,日本,70165,2017-04-20
柴飚&洪炜,中国,68020,2017-04-20
彼德森&科丁,丹麦,62263,2017-04-20
普拉塔玛&苏华迪,印尼,58642,2017-04-20
索伦森&安德斯,丹麦,55731,2017-04-20
李哲辉&李洋,中国台北,53677,2017-04-20
索松诺夫&伊万诺夫,俄罗斯,49510,2017-04-20
博丁&尼迪蓬,泰国,49018,2017-04-20
陈宏麟&王齐麟,中国台北,46441,2017-04-20
卢敬尤&杨博涵,中国台北,44290,2017-04-20
M·埃利斯&兰格瑞奇,英国,44235,2017-04-20
费尔纳迪&苏卡穆约,印尼,80531,2017-04-27
李俊慧&刘雨辰,中国,74098,2017-04-27
鲍伊&摩根森,丹麦,74063,2017-04-27
吴蔚昇&陈蔚强,马来西亚,71807,2017-04-27
嘉村健士&园田启悟,日本,70165,2017-04-27
柴飚&洪炜,中国,68020,2017-04-27
彼德森&科丁,丹麦,62263,2017-04-27
普拉塔玛&苏华迪,印尼,58642,2017-04-27
索伦森&安德斯,丹麦,55731,2017-04-27
李哲辉&李洋,中国台北,53677,2017-04-27
陈宏麟&王齐麟,中国台北,49841,2017-04-27
索松诺夫&伊万诺夫,俄罗斯,49510,2017-04-27
博丁&尼迪蓬,泰国,49018,2017-04-27
刘成&张楠,中国,46966,2017-04-27
黄凯祥&王懿律,中国,45160,2017-04-27
费尔纳迪&苏卡穆约,印尼,79811,2017-05-04
鲍伊&摩根森,丹麦,76263,2017-05-04
李俊慧&刘雨辰,中国,75498,2017-05-04
吴蔚昇&陈蔚强,马来西亚,71807,2017-05-04
柴飚&洪炜,中国,71780,2017-05-04
嘉村健士&园田启悟,日本,70165,2017-05-04
彼德森&科丁,丹麦,61213,2017-05-04
普拉塔玛&苏华迪,印尼,58642,2017-05-04
索伦森&安德斯,丹麦,54681,2017-05-04
李哲辉&李洋,中国台北,53677,2017-05-04
黄凯祥&王懿律,中国,50300,2017-05-04
陈宏麟&王齐麟,中国台北,49841,2017-05-04
博丁&尼迪蓬,泰国,49018,2017-05-04
索松诺夫&伊万诺夫,俄罗斯,48460,2017-05-04
刘成&张楠,中国,46966,2017-05-04
费尔纳迪&苏卡穆约,印尼,79811,2017-05-11
鲍伊&摩根森,丹麦,76263,2017-05-11
李俊慧&刘雨辰,中国,75498,2017-05-11
吴蔚昇&陈蔚强,马来西亚,71807,2017-05-11
柴飚&洪炜,中国,71780,2017-05-11
嘉村健士&园田启悟,日本,70165,2017-05-11
彼德森&科丁,丹麦,61213,2017-05-11
普拉塔玛&苏华迪,印尼,58642,2017-05-11
索伦森&安德斯,丹麦,54681,2017-05-11
李哲辉&李洋,中国台北,53677,2017-05-11
黄凯祥&王懿律,中国,50300,2017-05-11
陈宏麟&王齐麟,中国台北,49841,2017-05-11
博丁&尼迪蓬,泰国,49018,2017-05-11
索松诺夫&伊万诺夫,俄罗斯,48460,2017-05-11
刘成&张楠,中国,46966,2017-05-11
费尔纳迪&苏卡穆约,印尼,79811,2017-05-18
鲍伊&摩根森,丹麦,76263,2017-05-18
李俊慧&刘雨辰,中国,75498,2017-05-18
吴蔚昇&陈蔚强,马来西亚,71807,2017-05-18
柴飚&洪炜,中国,71780,2017-05-18
嘉村健士&园田启悟,日本,70165,2017-05-18
彼德森&科丁,丹麦,61213,2017-05-18
普拉塔玛&苏华迪,印尼,58642,2017-05-18
索伦森&安德斯,丹麦,54681,2017-05-18
李哲辉&李洋,中国台北,53677,2017-05-18
黄凯祥&王懿律,中国,50300,2017-05-18
陈宏麟&王齐麟,中国台北,49841,2017-05-18
博丁&尼迪蓬,泰国,49018,2017-05-18
索松诺夫&伊万诺夫,俄罗斯,48460,2017-05-18
刘成&张楠,中国,46966,2017-05-18
费尔纳迪&苏卡穆约,印尼,77840,2017-05-25
鲍伊&摩根森,丹麦,76263,2017-05-25
李俊慧&刘雨辰,中国,75498,2017-05-25
柴飚&洪炜,中国,71780,2017-05-25
嘉村健士&园田启悟,日本,70165,2017-05-25
吴蔚昇&陈蔚强,马来西亚,69690,2017-05-25
普拉塔玛&苏华迪,印尼,58642,2017-05-25
彼德森&科丁,丹麦,57330,2017-05-25
索伦森&安德斯,丹麦,53780,2017-05-25
李哲辉&李洋,中国台北,53677,2017-05-25
黄凯祥&王懿律,中国,50300,2017-05-25
陈宏麟&王齐麟,中国台北,49841,2017-05-25
索松诺夫&伊万诺夫,俄罗斯,48460,2017-05-25
博丁&尼迪蓬,泰国,47110,2017-05-25
刘成&张楠,中国,46966,2017-05-25
费尔纳迪&苏卡穆约,印尼,82477,2017-06-01
鲍伊&摩根森,丹麦,77714,2017-06-01
李俊慧&刘雨辰,中国,77121,2017-06-01
吴蔚昇&陈蔚强,马来西亚,73363,2017-06-01
柴飚&洪炜,中国,71780,2017-06-01
嘉村健士&园田启悟,日本,71025,2017-06-01
彼德森&科丁,丹麦,61281,2017-06-01
普拉塔玛&苏华迪,印尼,58642,2017-06-01
李哲辉&李洋,中国台北,53798,2017-06-01
索伦森&安德斯,丹麦,53780,2017-06-01
黄凯祥&王懿律,中国,50300,2017-06-01
陈宏麟&王齐麟,中国台北,50194,2017-06-01
博丁&尼迪蓬,泰国,50138,2017-06-01
索松诺夫&伊万诺夫,俄罗斯,48460,2017-06-01
刘成&张楠,中国,46966,2017-06-01
费尔纳迪&苏卡穆约,印尼,81757,2017-06-08
鲍伊&摩根森,丹麦,77714,2017-06-08
李俊慧&刘雨辰,中国,77121,2017-06-08
吴蔚昇&陈蔚强,马来西亚,71163,2017-06-08
嘉村健士&园田启悟,日本,70015,2017-06-08
柴飚&洪炜,中国,65090,2017-06-08
普拉塔玛&苏华迪,印尼,58642,2017-06-08
彼德森&科丁,丹麦,56241,2017-06-08
李哲辉&李洋,中国台北,53798,2017-06-08
黄凯祥&王懿律,中国,50300,2017-06-08
陈宏麟&王齐麟,中国台北,50194,2017-06-08
索伦森&安德斯,丹麦,49680,2017-06-08
博丁&尼迪蓬,泰国,49008,2017-06-08
索松诺夫&伊万诺夫,俄罗斯,48460,2017-06-08
刘成&张楠,中国,46966,2017-06-08
鲍伊&摩根森,丹麦,77714,2017-06-15
李俊慧&刘雨辰,中国,77121,2017-06-15
费尔纳迪&苏卡穆约,印尼,74777,2017-06-15
吴蔚昇&陈蔚强,马来西亚,71163,2017-06-15
嘉村健士&园田启悟,日本,70015,2017-06-15
柴飚&洪炜,中国,65090,2017-06-15
彼德森&科丁,丹麦,56241,2017-06-15
普拉塔玛&苏华迪,印尼,54442,2017-06-15
李哲辉&李洋,中国台北,53798,2017-06-15
黄凯祥&王懿律,中国,50300,2017-06-15
索伦森&安德斯,丹麦,49680,2017-06-15
博丁&尼迪蓬,泰国,49008,2017-06-15
陈宏麟&王齐麟,中国台北,48754,2017-06-15
索松诺夫&伊万诺夫,俄罗斯,48460,2017-06-15
刘成&张楠,中国,46966,2017-06-15
李俊慧&刘雨辰,中国,82071,2017-06-22
鲍伊&摩根森,丹麦,82024,2017-06-22
费尔纳迪&苏卡穆约,印尼,75217,2017-06-22
吴蔚昇&陈蔚强,马来西亚,71163,2017-06-22
嘉村健士&园田启悟,日本,71025,2017-06-22
柴飚&洪炜,中国,66750,2017-06-22
彼德森&科丁,丹麦,56241,2017-06-22
李哲辉&李洋,中国台北,55528,2017-06-22
普拉塔玛&苏华迪,印尼,55162,2017-06-22
刘成&张楠,中国,52446,2017-06-22
索松诺夫&伊万诺夫,俄罗斯,51850,2017-06-22
博丁&尼迪蓬,泰国,51108,2017-06-22
索伦森&安德斯,丹麦,50400,2017-06-22
黄凯祥&王懿律,中国,50300,2017-06-22
陈宏麟&王齐麟,中国台北,48754,2017-06-22
李俊慧&刘雨辰,中国,82071,2017-06-29
鲍伊&摩根森,丹麦,82024,2017-06-29
费尔纳迪&苏卡穆约,印尼,75217,2017-06-29
嘉村健士&园田启悟,日本,74175,2017-06-29
吴蔚昇&陈蔚强,马来西亚,71163,2017-06-29
柴飚&洪炜,中国,66750,2017-06-29
彼德森&科丁,丹麦,56241,2017-06-29
刘成&张楠,中国,56206,2017-06-29
李哲辉&李洋,中国台北,55528,2017-06-29
普拉塔玛&苏华迪,印尼,55162,2017-06-29
索松诺夫&伊万诺夫,俄罗斯,51850,2017-06-29
博丁&尼迪蓬,泰国,51108,2017-06-29
索伦森&安德斯,丹麦,50400,2017-06-29
黄凯祥&王懿律,中国,50300,2017-06-29
陈宏麟&王齐麟,中国台北,50194,2017-06-29
鲍伊&摩根森,丹麦,82024,2017-07-06
李俊慧&刘雨辰,中国,81121,2017-07-06
费尔纳迪&苏卡穆约,印尼,75217,2017-07-06
嘉村健士&园田启悟,日本,74175,2017-07-06
吴蔚昇&陈蔚强,马来西亚,70913,2017-07-06
柴飚&洪炜,中国,66750,2017-07-06
李哲辉&李洋,中国台北,56438,2017-07-06
彼德森&科丁,丹麦,56241,2017-07-06
刘成&张楠,中国,56206,2017-07-06
普拉塔玛&苏华迪,印尼,55162,2017-07-06
索松诺夫&伊万诺夫,俄罗斯,51850,2017-07-06
陈宏麟&王齐麟,中国台北,51244,2017-07-06
索伦森&安德斯,丹麦,50400,2017-07-06
黄凯祥&王懿律,中国,50300,2017-07-06
博丁&尼迪蓬,泰国,49478,2017-07-06
李俊慧&刘雨辰,中国,81121,2017-07-13
鲍伊&摩根森,丹麦,80064,2017-07-13
费尔纳迪&苏卡穆约,印尼,75217,2017-07-13
嘉村健士&园田启悟,日本,74175,2017-07-13
吴蔚昇&陈蔚强,马来西亚,70913,2017-07-13
柴飚&洪炜,中国,66750,2017-07-13
李哲辉&李洋,中国台北,56438,2017-07-13
彼德森&科丁,丹麦,56241,2017-07-13
刘成&张楠,中国,56206,2017-07-13
普拉塔玛&苏华迪,印尼,55162,2017-07-13
索松诺夫&伊万诺夫,俄罗斯,51850,2017-07-13
陈宏麟&王齐麟,中国台北,51244,2017-07-13
索伦森&安德斯,丹麦,50400,2017-07-13
黄凯祥&王懿律,中国,50300,2017-07-13
博丁&尼迪蓬,泰国,49478,2017-07-13
李俊慧&刘雨辰,中国,81121,2017-07-20
鲍伊&摩根森,丹麦,80064,2017-07-20
费尔纳迪&苏卡穆约,印尼,75217,2017-07-20
嘉村健士&园田启悟,日本,74175,2017-07-20
吴蔚昇&陈蔚强,马来西亚,70913,2017-07-20
柴飚&洪炜,中国,66750,2017-07-20
李哲辉&李洋,中国台北,56438,2017-07-20
彼德森&科丁,丹麦,56241,2017-07-20
刘成&张楠,中国,56206,2017-07-20
普拉塔玛&苏华迪,印尼,55162,2017-07-20
索松诺夫&伊万诺夫,俄罗斯,51850,2017-07-20
陈宏麟&王齐麟,中国台北,51244,2017-07-20
索伦森&安德斯,丹麦,50400,2017-07-20
黄凯祥&王懿律,中国,50300,2017-07-20
博丁&尼迪蓬,泰国,49478,2017-07-20
李俊慧&刘雨辰,中国,81121,2017-07-27
鲍伊&摩根森,丹麦,80064,2017-07-27
费尔纳迪&苏卡穆约,印尼,75217,2017-07-27
嘉村健士&园田启悟,日本,74175,2017-07-27
吴蔚昇&陈蔚强,马来西亚,70913,2017-07-27
柴飚&洪炜,中国,66750,2017-07-27
彼德森&科丁,丹麦,56241,2017-07-27
刘成&张楠,中国,56206,2017-07-27
李哲辉&李洋,中国台北,55978,2017-07-27
普拉塔玛&苏华迪,印尼,55162,2017-07-27
索松诺夫&伊万诺夫,俄罗斯,51850,2017-07-27
陈宏麟&王齐麟,中国台北,51244,2017-07-27
卢敬尤&杨博涵,中国台北,51030,2017-07-27
索伦森&安德斯,丹麦,50400,2017-07-27
黄凯祥&王懿律,中国,50300,2017-07-27
李俊慧&刘雨辰,中国,81121,2017-08-03
鲍伊&摩根森,丹麦,80064,2017-08-03
费尔纳迪&苏卡穆约,印尼,75217,2017-08-03
嘉村健士&园田启悟,日本,74175,2017-08-03
吴蔚昇&陈蔚强,马来西亚,70913,2017-08-03
柴飚&洪炜,中国,66750,2017-08-03
彼德森&科丁,丹麦,56241,2017-08-03
刘成&张楠,中国,56206,2017-08-03
李哲辉&李洋,中国台北,55978,2017-08-03
普拉塔玛&苏华迪,印尼,55162,2017-08-03
索松诺夫&伊万诺夫,俄罗斯,51850,2017-08-03
陈宏麟&王齐麟,中国台北,51244,2017-08-03
卢敬尤&杨博涵,中国台北,51030,2017-08-03
索伦森&安德斯,丹麦,50400,2017-08-03
黄凯祥&王懿律,中国,50300,2017-08-03
李俊慧&刘雨辰,中国,81121,2017-08-10
鲍伊&摩根森,丹麦,80064,2017-08-10
费尔纳迪&苏卡穆约,印尼,75217,2017-08-10
嘉村健士&园田启悟,日本,74175,2017-08-10
吴蔚昇&陈蔚强,马来西亚,70913,2017-08-10
柴飚&洪炜,中国,66750,2017-08-10
彼德森&科丁,丹麦,56241,2017-08-10
刘成&张楠,中国,56206,2017-08-10
李哲辉&李洋,中国台北,55978,2017-08-10
普拉塔玛&苏华迪,印尼,55162,2017-08-10
陈宏麟&王齐麟,中国台北,54394,2017-08-10
索松诺夫&伊万诺夫,俄罗斯,51850,2017-08-10
卢敬尤&杨博涵,中国台北,51030,2017-08-10
索伦森&安德斯,丹麦,50400,2017-08-10
黄凯祥&王懿律,中国,50300,2017-08-10
李俊慧&刘雨辰,中国,81121,2017-08-17
鲍伊&摩根森,丹麦,80064,2017-08-17
费尔纳迪&苏卡穆约,印尼,75217,2017-08-17
嘉村健士&园田启悟,日本,74175,2017-08-17
吴蔚昇&陈蔚强,马来西亚,70913,2017-08-17
柴飚&洪炜,中国,66750,2017-08-17
彼德森&科丁,丹麦,56241,2017-08-17
刘成&张楠,中国,56206,2017-08-17
李哲辉&李洋,中国台北,55978,2017-08-17
普拉塔玛&苏华迪,印尼,55162,2017-08-17
陈宏麟&王齐麟,中国台北,54394,2017-08-17
索松诺夫&伊万诺夫,俄罗斯,51850,2017-08-17
卢敬尤&杨博涵,中国台北,51030,2017-08-17
索伦森&安德斯,丹麦,50400,2017-08-17
黄凯祥&王懿律,中国,50300,2017-08-17
李俊慧&刘雨辰,中国,81121,2017-08-24
鲍伊&摩根森,丹麦,80064,2017-08-24
费尔纳迪&苏卡穆约,印尼,75217,2017-08-24
嘉村健士&园田启悟,日本,74175,2017-08-24
吴蔚昇&陈蔚强,马来西亚,64313,2017-08-24
柴飚&洪炜,中国,61010,2017-08-24
彼德森&科丁,丹麦,56241,2017-08-24
刘成&张楠,中国,56206,2017-08-24
李哲辉&李洋,中国台北,55978,2017-08-24
普拉塔玛&苏华迪,印尼,55162,2017-08-24
陈宏麟&王齐麟,中国台北,54394,2017-08-24
卢敬尤&杨博涵,中国台北,51030,2017-08-24
索伦森&安德斯,丹麦,50400,2017-08-24
黄凯祥&王懿律,中国,50300,2017-08-24
博丁&尼迪蓬,泰国,49478,2017-08-24
鲍伊&摩根森,丹麦,81624,2017-08-31
李俊慧&刘雨辰,中国,81121,2017-08-31
费尔纳迪&苏卡穆约,印尼,79157,2017-08-31
嘉村健士&园田启悟,日本,76525,2017-08-31
柴飚&洪炜,中国,66750,2017-08-31
刘成&张楠,中国,64606,2017-08-31
吴蔚昇&陈蔚强,马来西亚,64313,2017-08-31
彼德森&科丁,丹麦,60181,2017-08-31
普拉塔玛&苏华迪,印尼,56362,2017-08-31
李哲辉&李洋,中国台北,55978,2017-08-31
陈宏麟&王齐麟,中国台北,54394,2017-08-31
卢敬尤&杨博涵,中国台北,51830,2017-08-31
黄凯祥&王懿律,中国,51250,2017-08-31
索伦森&安德斯,丹麦,50400,2017-08-31
索松诺夫&伊万诺夫,俄罗斯,50050,2017-08-31
鲍伊&摩根森,丹麦,81624,2017-09-07
李俊慧&刘雨辰,中国,81121,2017-09-07
费尔纳迪&苏卡穆约,印尼,79157,2017-09-07
嘉村健士&园田启悟,日本,76525,2017-09-07
柴飚&洪炜,中国,66750,2017-09-07
刘成&张楠,中国,64606,2017-09-07
吴蔚昇&陈蔚强,马来西亚,64313,2017-09-07
彼德森&科丁,丹麦,60181,2017-09-07
普拉塔玛&苏华迪,印尼,56362,2017-09-07
李哲辉&李洋,中国台北,55978,2017-09-07
陈宏麟&王齐麟,中国台北,54394,2017-09-07
卢敬尤&杨博涵,中国台北,51830,2017-09-07
黄凯祥&王懿律,中国,51250,2017-09-07
索伦森&安德斯,丹麦,50400,2017-09-07
索松诺夫&伊万诺夫,俄罗斯,50050,2017-09-07
鲍伊&摩根森,丹麦,81624,2017-09-14
李俊慧&刘雨辰,中国,81121,2017-09-14
费尔纳迪&苏卡穆约,印尼,79157,2017-09-14
嘉村健士&园田启悟,日本,76525,2017-09-14
柴飚&洪炜,中国,66750,2017-09-14
刘成&张楠,中国,64606,2017-09-14
吴蔚昇&陈蔚强,马来西亚,64313,2017-09-14
彼德森&科丁,丹麦,60181,2017-09-14
李哲辉&李洋,中国台北,55978,2017-09-14
普拉塔玛&苏华迪,印尼,55062,2017-09-14
陈宏麟&王齐麟,中国台北,54394,2017-09-14
卢敬尤&杨博涵,中国台北,51830,2017-09-14
黄凯祥&王懿律,中国,51250,2017-09-14
索伦森&安德斯,丹麦,50400,2017-09-14
索松诺夫&伊万诺夫,俄罗斯,50050,2017-09-14
鲍伊&摩根森,丹麦,84224,2017-09-21
费尔纳迪&苏卡穆约,印尼,83357,2017-09-21
李俊慧&刘雨辰,中国,79371,2017-09-21
嘉村健士&园田启悟,日本,76895,2017-09-21
刘成&张楠,中国,65796,2017-09-21
彼德森&科丁,丹麦,61621,2017-09-21
吴蔚昇&陈蔚强,马来西亚,60553,2017-09-21
李哲辉&李洋,中国台北,55978,2017-09-21
普拉塔玛&苏华迪,印尼,55062,2017-09-21
陈宏麟&王齐麟,中国台北,54394,2017-09-21
卢敬尤&杨博涵,中国台北,51830,2017-09-21
索伦森&安德斯,丹麦,50400,2017-09-21
索松诺夫&伊万诺夫,俄罗斯,50050,2017-09-21
博丁&尼迪蓬,泰国,49478,2017-09-21
黄凯祥&王懿律,中国,48430,2017-09-21
费尔纳迪&苏卡穆约,印尼,86507,2017-09-28
鲍伊&摩根森,丹麦,84224,2017-09-28
嘉村健士&园田启悟,日本,76525,2017-09-28
李俊慧&刘雨辰,中国,73771,2017-09-28
刘成&张楠,中国,65796,2017-09-28
彼德森&科丁,丹麦,63061,2017-09-28
吴蔚昇&陈蔚强,马来西亚,59613,2017-09-28
李哲辉&李洋,中国台北,55258,2017-09-28
普拉塔玛&苏华迪,印尼,55062,2017-09-28
陈宏麟&王齐麟,中国台北,54394,2017-09-28
索松诺夫&伊万诺夫,俄罗斯,53810,2017-09-28
卢敬尤&杨博涵,中国台北,51830,2017-09-28
索伦森&安德斯,丹麦,51590,2017-09-28
博丁&尼迪蓬,泰国,50858,2017-09-28
井上拓斗&金子祐树,日本,48670,2017-09-28
费尔纳迪&苏卡穆约,印尼,86507,2017-10-05
鲍伊&摩根森,丹麦,84224,2017-10-05
嘉村健士&园田启悟,日本,76525,2017-10-05
李俊慧&刘雨辰,中国,73771,2017-10-05
刘成&张楠,中国,65796,2017-10-05
彼德森&科丁,丹麦,63061,2017-10-05
吴蔚昇&陈蔚强,马来西亚,59613,2017-10-05
李哲辉&李洋,中国台北,55258,2017-10-05
普拉塔玛&苏华迪,印尼,55062,2017-10-05
陈宏麟&王齐麟,中国台北,54394,2017-10-05
索松诺夫&伊万诺夫,俄罗斯,53810,2017-10-05
卢敬尤&杨博涵,中国台北,51830,2017-10-05
索伦森&安德斯,丹麦,51590,2017-10-05
博丁&尼迪蓬,泰国,50858,2017-10-05
井上拓斗&金子祐树,日本,48670,2017-10-05
费尔纳迪&苏卡穆约,印尼,86507,2017-10-12
鲍伊&摩根森,丹麦,84224,2017-10-12
嘉村健士&园田启悟,日本,76525,2017-10-12
李俊慧&刘雨辰,中国,73771,2017-10-12
刘成&张楠,中国,65796,2017-10-12
彼德森&科丁,丹麦,63061,2017-10-12
吴蔚昇&陈蔚强,马来西亚,59613,2017-10-12
李哲辉&李洋,中国台北,55258,2017-10-12
普拉塔玛&苏华迪,印尼,55062,2017-10-12
陈宏麟&王齐麟,中国台北,54394,2017-10-12
索松诺夫&伊万诺夫,俄罗斯,53810,2017-10-12
卢敬尤&杨博涵,中国台北,51830,2017-10-12
索伦森&安德斯,丹麦,51590,2017-10-12
博丁&尼迪蓬,泰国,50858,2017-10-12
井上拓斗&金子祐树,日本,48670,2017-10-12
费尔纳迪&苏卡穆约,印尼,86507,2017-10-19
鲍伊&摩根森,丹麦,84224,2017-10-19
嘉村健士&园田启悟,日本,76525,2017-10-19
李俊慧&刘雨辰,中国,73771,2017-10-19
刘成&张楠,中国,65796,2017-10-19
彼德森&科丁,丹麦,63061,2017-10-19
吴蔚昇&陈蔚强,马来西亚,59613,2017-10-19
普拉塔玛&苏华迪,印尼,55062,2017-10-19
索松诺夫&伊万诺夫,俄罗斯,53810,2017-10-19
陈宏麟&王齐麟,中国台北,53564,2017-10-19
李哲辉&李洋,中国台北,53358,2017-10-19
卢敬尤&杨博涵,中国台北,51830,2017-10-19
索伦森&安德斯,丹麦,51590,2017-10-19
博丁&尼迪蓬,泰国,50858,2017-10-19
井上拓斗&金子祐树,日本,50320,2017-10-19
费尔纳迪&苏卡穆约,印尼,89807,2017-10-26
鲍伊&摩根森,丹麦,84224,2017-10-26
嘉村健士&园田启悟,日本,76525,2017-10-26
李俊慧&刘雨辰,中国,73771,2017-10-26
刘成&张楠,中国,72946,2017-10-26
彼德森&科丁,丹麦,63061,2017-10-26
普拉塔玛&苏华迪,印尼,55062,2017-10-26
李哲辉&李洋,中国台北,54078,2017-10-26
陈宏麟&王齐麟,中国台北,54034,2017-10-26
卢敬尤&杨博涵,中国台北,51830,2017-10-26
索伦森&安德斯,丹麦,51590,2017-10-26
吴蔚昇&陈蔚强,马来西亚,50833,2017-10-26
索松诺夫&伊万诺夫,俄罗斯,50420,2017-10-26
井上拓斗&金子祐树,日本,50320,2017-10-26
黄凯祥&王懿律,中国,49440,2017-10-26
费尔纳迪&苏卡穆约,印尼,89807,2017-11-02
鲍伊&摩根森,丹麦,82824,2017-11-02
嘉村健士&园田启悟,日本,76525,2017-11-02
刘成&张楠,中国,75046,2017-11-02
李俊慧&刘雨辰,中国,73771,2017-11-02
彼德森&科丁,丹麦,63061,2017-11-02
李哲辉&李洋,中国台北,58238,2017-11-02
陈宏麟&王齐麟,中国台北,54034,2017-11-02
普拉塔玛&苏华迪,印尼,52242,2017-11-02
卢敬尤&杨博涵,中国台北,51830,2017-11-02
吴蔚昇&陈蔚强,马来西亚,50833,2017-11-02
